,Zipcode,Gender,Estimate
0,60002,Male,11960.0
1,60004,Male,24964.0
2,60005,Male,14755.0
3,60007,Male,15628.0
4,60008,Male,11319.0
5,60010,Male,22431.0
6,60012,Male,5449.0
7,60013,Male,13463.0
8,60014,Male,23973.0
9,60015,Male,13313.0
10,60016,Male,28567.0
11,60018,Male,14095.0
12,60020,Male,4727.0
13,60021,Male,2783.0
14,60022,Male,3949.0
15,60025,Male,20128.0
16,60026,Male,6520.0
17,60029,Male,274.0
18,60030,Male,18202.0
19,60031,Male,18385.0
20,60033,Male,6555.0
21,60034,Male,1086.0
22,60035,Male,14242.0
23,60040,Male,2744.0
24,60041,Male,4199.0
25,60042,Male,4162.0
26,60043,Male,1191.0
27,60044,Male,4744.0
28,60045,Male,10485.0
29,60046,Male,17295.0
30,60047,Male,20845.0
31,60048,Male,14438.0
32,60050,Male,15680.0
33,60051,Male,11827.0
34,60053,Male,11308.0
35,60056,Male,26801.0
36,60060,Male,19066.0
37,60061,Male,13175.0
38,60062,Male,19004.0
39,60064,Male,7911.0
40,60067,Male,17851.0
41,60068,Male,18250.0
42,60069,Male,4026.0
43,60070,Male,8193.0
44,60071,Male,1817.0
45,60072,Male,499.0
46,60073,Male,31392.0
47,60074,Male,18476.0
48,60076,Male,14455.0
49,60077,Male,13459.0
50,60081,Male,5224.0
51,60083,Male,4882.0
52,60084,Male,8448.0
53,60085,Male,35553.0
54,60087,Male,12429.0
55,60088,Male,9271.0
56,60089,Male,19280.0
57,60090,Male,18840.0
58,60091,Male,13184.0
59,60093,Male,9574.0
60,60096,Male,3344.0
61,60097,Male,5504.0
62,60098,Male,15858.0
63,60099,Male,14252.0
64,60101,Male,18981.0
65,60102,Male,16187.0
66,60103,Male,21172.0
67,60104,Male,8603.0
68,60106,Male,10100.0
69,60107,Male,19833.0
70,60108,Male,10857.0
71,60109,Male,223.0
72,60110,Male,19342.0
73,60111,Male,66.0
74,60112,Male,2458.0
75,60113,Male,162.0
76,60115,Male,22242.0
77,60118,Male,7845.0
78,60119,Male,5222.0
79,60120,Male,25732.0
80,60123,Male,24893.0
81,60124,Male,11085.0
82,60126,Male,24087.0
83,60129,Male,127.0
84,60130,Male,6358.0
85,60131,Male,8657.0
86,60133,Male,18074.0
87,60134,Male,13958.0
88,60135,Male,3604.0
89,60136,Male,4083.0
90,60137,Male,18462.0
91,60139,Male,16955.0
92,60140,Male,8900.0
93,60141,Male,285.0
94,60142,Male,14494.0
95,60143,Male,5421.0
96,60144,Male,29.0
97,60145,Male,1830.0
98,60146,Male,1127.0
99,60148,Male,25082.0
100,60150,Male,1127.0
101,60151,Male,2159.0
102,60152,Male,5928.0
103,60153,Male,11488.0
104,60154,Male,7693.0
105,60155,Male,3922.0
106,60156,Male,13878.0
107,60157,Male,1411.0
108,60160,Male,13099.0
109,60162,Male,3949.0
110,60163,Male,2715.0
111,60164,Male,10741.0
112,60165,Male,2436.0
113,60169,Male,16173.0
114,60171,Male,4708.0
115,60172,Male,11249.0
116,60173,Male,6199.0
117,60174,Male,14824.0
118,60175,Male,13771.0
119,60176,Male,6107.0
120,60177,Male,11862.0
121,60178,Male,10356.0
122,60180,Male,923.0
123,60181,Male,14474.0
124,60184,Male,1130.0
125,60185,Male,17597.0
126,60187,Male,14854.0
127,60188,Male,20436.0
128,60189,Male,15018.0
129,60190,Male,5706.0
130,60191,Male,7206.0
131,60192,Male,8037.0
132,60193,Male,19078.0
133,60194,Male,9355.0
134,60195,Male,2061.0
135,60201,Male,20013.0
136,60202,Male,15330.0
137,60203,Male,1891.0
138,60301,Male,1381.0
139,60302,Male,14734.0
140,60304,Male,8230.0
141,60305,Male,5313.0
142,60401,Male,3610.0
143,60402,Male,31697.0
144,60403,Male,11277.0
145,60404,Male,9680.0
146,60406,Male,13186.0
147,60407,Male,981.0
148,60408,Male,2845.0
149,60409,Male,16317.0
150,60410,Male,6632.0
151,60411,Male,27188.0
152,60415,Male,7128.0
153,60416,Male,4789.0
154,60417,Male,7397.0
155,60419,Male,10286.0
156,60420,Male,2251.0
157,60421,Male,2016.0
158,60422,Male,4581.0
159,60423,Male,15276.0
160,60424,Male,1178.0
161,60425,Male,3839.0
162,60426,Male,13208.0
163,60428,Male,5689.0
164,60429,Male,6775.0
165,60430,Male,9596.0
166,60431,Male,11430.0
167,60432,Male,10489.0
168,60433,Male,8231.0
169,60435,Male,24216.0
170,60436,Male,9138.0
171,60437,Male,70.0
172,60438,Male,12381.0
173,60439,Male,12372.0
174,60440,Male,25856.0
175,60441,Male,16287.0
176,60442,Male,5978.0
177,60443,Male,10060.0
178,60444,Male,991.0
179,60445,Male,12498.0
180,60446,Male,19883.0
181,60447,Male,6633.0
182,60448,Male,12970.0
183,60449,Male,4943.0
184,60450,Male,10163.0
185,60451,Male,18332.0
186,60452,Male,13792.0
187,60453,Male,27223.0
188,60455,Male,7939.0
189,60456,Male,1963.0
190,60457,Male,7131.0
191,60458,Male,7487.0
192,60459,Male,14769.0
193,60460,Male,593.0
194,60461,Male,2144.0
195,60462,Male,20075.0
196,60463,Male,7291.0
197,60464,Male,4548.0
198,60465,Male,7816.0
199,60466,Male,9777.0
200,60467,Male,12904.0
201,60468,Male,3156.0
202,60469,Male,3095.0
203,60470,Male,228.0
204,60471,Male,6702.0
205,60472,Male,2195.0
206,60473,Male,9934.0
207,60474,Male,372.0
208,60475,Male,5159.0
209,60476,Male,1107.0
210,60477,Male,17996.0
211,60478,Male,7477.0
212,60479,Male,559.0
213,60480,Male,2464.0
214,60481,Male,5757.0
215,60482,Male,5314.0
216,60484,Male,2636.0
217,60487,Male,13912.0
218,60490,Male,10703.0
219,60491,Male,11209.0
220,60501,Male,5919.0
221,60502,Male,11092.0
222,60503,Male,7987.0
223,60504,Male,19754.0
224,60505,Male,36017.0
225,60506,Male,28350.0
226,60510,Male,14264.0
227,60511,Male,988.0
228,60512,Male,732.0
229,60513,Male,8462.0
230,60514,Male,4688.0
231,60515,Male,13485.0
232,60516,Male,14659.0
233,60517,Male,16208.0
234,60518,Male,1989.0
235,60519,Male,18.0
236,60520,Male,1490.0
237,60521,Male,9148.0
238,60523,Male,4367.0
239,60525,Male,14670.0
240,60526,Male,6266.0
241,60527,Male,12944.0
242,60530,Male,462.0
243,60531,Male,1002.0
244,60532,Male,14833.0
245,60534,Male,5062.0
246,60536,Male,46.0
247,60537,Male,387.0
248,60538,Male,13913.0
249,60539,Male,165.0
250,60540,Male,21263.0
251,60541,Male,1705.0
252,60542,Male,9085.0
253,60543,Male,20095.0
254,60544,Male,12387.0
255,60545,Male,6788.0
256,60546,Male,7495.0
257,60548,Male,6427.0
258,60549,Male,152.0
259,60550,Male,650.0
260,60551,Male,3601.0
261,60552,Male,2135.0
262,60553,Male,389.0
263,60554,Male,6401.0
264,60555,Male,6424.0
265,60556,Male,1086.0
266,60557,Male,141.0
267,60558,Male,6664.0
268,60559,Male,11501.0
269,60560,Male,13208.0
270,60561,Male,11336.0
271,60563,Male,18771.0
272,60564,Male,21834.0
273,60565,Male,19363.0
274,60585,Male,12727.0
275,60586,Male,23140.0
276,60601,Male,6619.0
277,60602,Male,852.0
278,60603,Male,626.0
279,60604,Male,288.0
280,60605,Male,14620.0
281,60606,Male,1525.0
282,60607,Male,15396.0
283,60608,Male,44577.0
284,60609,Male,29982.0
285,60610,Male,19535.0
286,60611,Male,15883.0
287,60612,Male,15015.0
288,60613,Male,25060.0
289,60614,Male,36219.0
290,60615,Male,18559.0
291,60616,Male,25127.0
292,60617,Male,37008.0
293,60618,Male,47154.0
294,60619,Male,26956.0
295,60620,Male,31029.0
296,60621,Male,12148.0
297,60622,Male,26818.0
298,60623,Male,38364.0
299,60624,Male,16777.0
300,60625,Male,38567.0
301,60626,Male,24670.0
302,60628,Male,29820.0
303,60629,Male,52680.0
304,60630,Male,27468.0
305,60631,Male,14142.0
306,60632,Male,44793.0
307,60633,Male,6347.0
308,60634,Male,36653.0
309,60636,Male,13669.0
310,60637,Male,20429.0
311,60638,Male,29073.0
312,60639,Male,44171.0
313,60640,Male,35987.0
314,60641,Male,33561.0
315,60642,Male,10223.0
316,60643,Male,21929.0
317,60644,Male,21718.0
318,60645,Male,23593.0
319,60646,Male,13442.0
320,60647,Male,42612.0
321,60649,Male,21014.0
322,60651,Male,29530.0
323,60652,Male,20543.0
324,60653,Male,14514.0
325,60654,Male,10861.0
326,60655,Male,13475.0
327,60656,Male,14896.0
328,60657,Male,36709.0
329,60659,Male,21911.0
330,60660,Male,22991.0
331,60661,Male,5494.0
332,60706,Male,11314.0
333,60707,Male,20084.0
334,60712,Male,6003.0
335,60714,Male,14248.0
336,60803,Male,10862.0
337,60804,Male,40122.0
338,60805,Male,8667.0
339,60827,Male,12618.0
340,60901,Male,17089.0
341,60910,Male,246.0
342,60911,Male,679.0
343,60912,Male,272.0
344,60913,Male,842.0
345,60914,Male,13679.0
346,60915,Male,4927.0
347,60917,Male,248.0
348,60918,Male,377.0
349,60919,Male,267.0
350,60920,Male,86.0
351,60921,Male,888.0
352,60922,Male,1366.0
353,60924,Male,716.0
354,60926,Male,25.0
355,60927,Male,1036.0
356,60928,Male,262.0
357,60929,Male,274.0
358,60930,Male,377.0
359,60931,Male,287.0
360,60932,Male,257.0
361,60933,Male,162.0
362,60934,Male,97.0
363,60935,Male,625.0
364,60936,Male,1944.0
365,60938,Male,882.0
366,60940,Male,1566.0
367,60941,Male,1118.0
368,60942,Male,3062.0
369,60945,Male,113.0
370,60946,Male,191.0
371,60948,Male,905.0
372,60949,Male,296.0
373,60950,Male,6110.0
374,60951,Male,500.0
375,60952,Male,280.0
376,60953,Male,1320.0
377,60954,Male,3174.0
378,60955,Male,819.0
379,60957,Male,2764.0
380,60958,Male,787.0
381,60959,Male,514.0
382,60960,Male,493.0
383,60961,Male,463.0
384,60962,Male,298.0
385,60963,Male,689.0
386,60964,Male,2529.0
387,60966,Male,709.0
388,60968,Male,211.0
389,60969,Male,42.0
390,60970,Male,2953.0
391,60973,Male,155.0
392,60974,Male,156.0
393,61001,Male,517.0
394,61006,Male,732.0
395,61007,Male,188.0
396,61008,Male,16880.0
397,61010,Male,3408.0
398,61011,Male,1120.0
399,61012,Male,1421.0
400,61013,Male,197.0
401,61014,Male,621.0
402,61015,Male,403.0
403,61016,Male,2410.0
404,61018,Male,526.0
405,61019,Male,1483.0
406,61020,Male,1496.0
407,61021,Male,12165.0
408,61024,Male,1333.0
409,61025,Male,2492.0
410,61027,Male,60.0
411,61028,Male,880.0
412,61030,Male,1048.0
413,61031,Male,785.0
414,61032,Male,13780.0
415,61036,Male,3251.0
416,61037,Male,46.0
417,61038,Male,483.0
418,61039,Male,489.0
419,61041,Male,633.0
420,61042,Male,362.0
421,61043,Male,64.0
422,61044,Male,91.0
423,61046,Male,1160.0
424,61047,Male,898.0
425,61048,Male,1980.0
426,61049,Male,372.0
427,61050,Male,173.0
428,61051,Male,800.0
429,61052,Male,425.0
430,61053,Male,1223.0
431,61054,Male,1730.0
432,61057,Male,35.0
433,61059,Male,134.0
434,61060,Male,814.0
435,61061,Male,3298.0
436,61062,Male,1041.0
437,61063,Male,2203.0
438,61064,Male,2038.0
439,61065,Male,5570.0
440,61067,Male,372.0
441,61068,Male,7299.0
442,61070,Male,702.0
443,61071,Male,7130.0
444,61072,Male,5313.0
445,61073,Male,10410.0
446,61074,Male,1966.0
447,61075,Male,554.0
448,61077,Male,0.0
449,61078,Male,595.0
450,61079,Male,102.0
451,61080,Male,4730.0
452,61081,Male,10556.0
453,61084,Male,1473.0
454,61085,Male,1535.0
455,61087,Male,659.0
456,61088,Male,3101.0
457,61089,Male,324.0
458,61091,Male,29.0
459,61101,Male,9142.0
460,61102,Male,8882.0
461,61103,Male,11191.0
462,61104,Male,9517.0
463,61107,Male,14579.0
464,61108,Male,14553.0
465,61109,Male,12691.0
466,61111,Male,11150.0
467,61112,Male,22.0
468,61114,Male,7037.0
469,61115,Male,10772.0
470,61201,Male,18620.0
471,61230,Male,431.0
472,61231,Male,2617.0
473,61232,Male,624.0
474,61234,Male,568.0
475,61235,Male,753.0
476,61236,Male,32.0
477,61238,Male,1635.0
478,61239,Male,580.0
479,61240,Male,3231.0
480,61241,Male,3404.0
481,61242,Male,698.0
482,61243,Male,113.0
483,61244,Male,11564.0
484,61250,Male,1323.0
485,61251,Male,182.0
486,61252,Male,2574.0
487,61254,Male,5565.0
488,61256,Male,1026.0
489,61257,Male,592.0
490,61258,Male,103.0
491,61259,Male,631.0
492,61260,Male,364.0
493,61261,Male,382.0
494,61262,Male,498.0
495,61263,Male,338.0
496,61264,Male,4991.0
497,61265,Male,20742.0
498,61270,Male,3276.0
499,61272,Male,560.0
500,61273,Male,1647.0
501,61274,Male,134.0
502,61275,Male,2395.0
503,61276,Male,24.0
504,61277,Male,1605.0
505,61278,Male,204.0
506,61279,Male,528.0
507,61281,Male,1286.0
508,61282,Male,3838.0
509,61283,Male,880.0
510,61284,Male,820.0
511,61285,Male,1128.0
512,61301,Male,4941.0
513,61310,Male,1879.0
514,61311,Male,169.0
515,61312,Male,235.0
516,61313,Male,108.0
517,61314,Male,445.0
518,61315,Male,107.0
519,61316,Male,111.0
520,61317,Male,267.0
521,61318,Male,337.0
522,61319,Male,670.0
523,61320,Male,325.0
524,61321,Male,126.0
525,61322,Male,867.0
526,61323,Male,49.0
527,61324,Male,58.0
528,61325,Male,547.0
529,61326,Male,1077.0
530,61327,Male,751.0
531,61328,Male,26.0
532,61329,Male,600.0
533,61330,Male,653.0
534,61331,Male,0.0
535,61332,Male,74.0
536,61333,Male,172.0
537,61334,Male,374.0
538,61335,Male,149.0
539,61336,Male,256.0
540,61337,Male,255.0
541,61338,Male,115.0
542,61340,Male,200.0
543,61341,Male,3790.0
544,61342,Male,4260.0
545,61344,Male,267.0
546,61345,Male,381.0
547,61346,Male,30.0
548,61348,Male,2261.0
549,61349,Male,534.0
550,61350,Male,11405.0
551,61353,Male,666.0
552,61354,Male,4844.0
553,61356,Male,4790.0
554,61358,Male,146.0
555,61359,Male,181.0
556,61360,Male,1682.0
557,61361,Male,551.0
558,61362,Male,2731.0
559,61363,Male,147.0
560,61364,Male,9152.0
561,61367,Male,407.0
562,61368,Male,684.0
563,61369,Male,732.0
564,61370,Male,728.0
565,61372,Male,81.0
566,61373,Male,1025.0
567,61374,Male,45.0
568,61375,Male,578.0
569,61376,Male,964.0
570,61377,Male,664.0
571,61378,Male,160.0
572,61379,Male,730.0
573,61401,Male,17006.0
574,61410,Male,2033.0
575,61411,Male,237.0
576,61412,Male,725.0
577,61413,Male,501.0
578,61414,Male,454.0
579,61415,Male,1069.0
580,61416,Male,150.0
581,61417,Male,164.0
582,61418,Male,330.0
583,61419,Male,30.0
584,61420,Male,596.0
585,61421,Male,715.0
586,61422,Male,1422.0
587,61423,Male,288.0
588,61424,Male,36.0
589,61425,Male,239.0
590,61426,Male,42.0
591,61427,Male,1089.0
592,61428,Male,440.0
593,61430,Male,311.0
594,61431,Male,86.0
595,61432,Male,308.0
596,61433,Male,61.0
597,61434,Male,1428.0
598,61435,Male,6.0
599,61436,Male,361.0
600,61437,Male,366.0
601,61438,Male,423.0
602,61439,Male,171.0
603,61440,Male,406.0
604,61441,Male,536.0
605,61442,Male,343.0
606,61443,Male,6629.0
607,61447,Male,589.0
608,61448,Male,1675.0
609,61449,Male,150.0
610,61450,Male,843.0
611,61451,Male,121.0
612,61452,Male,87.0
613,61453,Male,342.0
614,61454,Male,194.0
615,61455,Male,9280.0
616,61458,Male,261.0
617,61459,Male,200.0
618,61460,Male,116.0
619,61462,Male,5213.0
620,61465,Male,621.0
621,61466,Male,198.0
622,61467,Male,592.0
623,61468,Male,102.0
624,61469,Male,1107.0
625,61470,Male,298.0
626,61471,Male,51.0
627,61472,Male,283.0
628,61473,Male,627.0
629,61474,Male,140.0
630,61475,Male,126.0
631,61476,Male,215.0
632,61477,Male,242.0
633,61478,Male,118.0
634,61479,Male,44.0
635,61480,Male,565.0
636,61482,Male,283.0
637,61483,Male,910.0
638,61484,Male,415.0
639,61485,Male,170.0
640,61486,Male,717.0
641,61488,Male,567.0
642,61489,Male,418.0
643,61490,Male,584.0
644,61491,Male,1043.0
645,61501,Male,900.0
646,61516,Male,393.0
647,61517,Male,1701.0
648,61519,Male,124.0
649,61520,Male,8730.0
650,61523,Male,5253.0
651,61524,Male,174.0
652,61525,Male,4518.0
653,61526,Male,284.0
654,61528,Male,1427.0
655,61529,Male,1294.0
656,61530,Male,3159.0
657,61531,Male,1518.0
658,61532,Male,330.0
659,61533,Male,1184.0
660,61534,Male,1042.0
661,61535,Male,1156.0
662,61536,Male,1453.0
663,61537,Male,1326.0
664,61539,Male,75.0
665,61540,Male,1358.0
666,61541,Male,47.0
667,61542,Male,1805.0
668,61543,Male,75.0
669,61544,Male,357.0
670,61545,Male,360.0
671,61546,Male,1739.0
672,61547,Male,1912.0
673,61548,Male,5866.0
674,61550,Male,8224.0
675,61552,Male,164.0
676,61553,Male,105.0
677,61554,Male,20758.0
678,61559,Male,1773.0
679,61560,Male,328.0
680,61561,Male,1150.0
681,61562,Male,51.0
682,61563,Male,246.0
683,61564,Male,459.0
684,61565,Male,755.0
685,61567,Male,213.0
686,61568,Male,2161.0
687,61569,Male,468.0
688,61570,Male,891.0
689,61571,Male,11794.0
690,61572,Male,625.0
691,61602,Male,495.0
692,61603,Male,7858.0
693,61604,Male,14343.0
694,61605,Male,6699.0
695,61606,Male,4246.0
696,61607,Male,5572.0
697,61610,Male,2521.0
698,61611,Male,12513.0
699,61614,Male,13214.0
700,61615,Male,10972.0
701,61616,Male,2713.0
702,61625,Male,175.0
703,61701,Male,17334.0
704,61704,Male,18386.0
705,61705,Male,6046.0
706,61720,Male,125.0
707,61721,Male,342.0
708,61722,Male,293.0
709,61723,Male,1306.0
710,61724,Male,268.0
711,61725,Male,1042.0
712,61726,Male,1194.0
713,61727,Male,4630.0
714,61728,Male,531.0
715,61729,Male,689.0
716,61730,Male,295.0
717,61731,Male,78.0
718,61732,Male,986.0
719,61733,Male,446.0
720,61734,Male,1326.0
721,61735,Male,202.0
722,61736,Male,959.0
723,61737,Male,228.0
724,61738,Male,2404.0
725,61739,Male,2174.0
726,61740,Male,682.0
727,61741,Male,797.0
728,61742,Male,613.0
729,61743,Male,84.0
730,61744,Male,862.0
731,61745,Male,2237.0
732,61747,Male,664.0
733,61748,Male,1286.0
734,61749,Male,297.0
735,61750,Male,103.0
736,61751,Male,31.0
737,61752,Male,2272.0
738,61753,Male,1572.0
739,61754,Male,578.0
740,61755,Male,2308.0
741,61756,Male,1399.0
742,61759,Male,767.0
743,61760,Male,1218.0
744,61761,Male,25889.0
745,61764,Male,7564.0
746,61769,Male,327.0
747,61770,Male,533.0
748,61771,Male,295.0
749,61772,Male,103.0
750,61773,Male,173.0
751,61774,Male,612.0
752,61775,Male,168.0
753,61776,Male,567.0
754,61777,Male,606.0
755,61778,Male,309.0
756,61801,Male,15666.0
757,61802,Male,9206.0
758,61810,Male,129.0
759,61811,Male,365.0
760,61812,Male,175.0
761,61813,Male,763.0
762,61814,Male,521.0
763,61815,Male,143.0
764,61816,Male,207.0
765,61817,Male,1220.0
766,61818,Male,803.0
767,61820,Male,20751.0
768,61821,Male,15319.0
769,61822,Male,13760.0
770,61830,Male,213.0
771,61831,Male,84.0
772,61832,Male,15980.0
773,61833,Male,1102.0
774,61834,Male,5141.0
775,61839,Male,289.0
776,61840,Male,339.0
777,61841,Male,564.0
778,61842,Male,1129.0
779,61843,Male,1137.0
780,61844,Male,403.0
781,61845,Male,184.0
782,61846,Male,2700.0
783,61847,Male,615.0
784,61848,Male,89.0
785,61849,Male,1089.0
786,61850,Male,209.0
787,61851,Male,152.0
788,61852,Male,124.0
789,61853,Male,6716.0
790,61854,Male,604.0
791,61855,Male,41.0
792,61856,Male,4038.0
793,61857,Male,67.0
794,61858,Male,1318.0
795,61859,Male,601.0
796,61862,Male,338.0
797,61863,Male,341.0
798,61864,Male,900.0
799,61865,Male,815.0
800,61866,Male,6600.0
801,61870,Male,591.0
802,61871,Male,165.0
803,61872,Male,269.0
804,61873,Male,2984.0
805,61874,Male,3656.0
806,61875,Male,336.0
807,61876,Male,265.0
808,61877,Male,744.0
809,61878,Male,633.0
810,61880,Male,1652.0
811,61882,Male,390.0
812,61883,Male,1928.0
813,61884,Male,513.0
814,61910,Male,2391.0
815,61911,Male,2488.0
816,61912,Male,684.0
817,61913,Male,692.0
818,61914,Male,846.0
819,61917,Male,286.0
820,61919,Male,388.0
821,61920,Male,11358.0
822,61924,Male,1214.0
823,61925,Male,640.0
824,61928,Male,388.0
825,61929,Male,381.0
826,61930,Male,299.0
827,61931,Male,620.0
828,61932,Male,294.0
829,61933,Male,523.0
830,61936,Male,120.0
831,61937,Male,915.0
832,61938,Male,10440.0
833,61940,Male,193.0
834,61941,Male,96.0
835,61942,Male,506.0
836,61943,Male,819.0
837,61944,Male,5776.0
838,61949,Male,72.0
839,61951,Male,3662.0
840,61953,Male,2968.0
841,61955,Male,133.0
842,61956,Male,1461.0
843,61957,Male,809.0
844,62001,Male,723.0
845,62002,Male,14827.0
846,62006,Male,269.0
847,62009,Male,1019.0
848,62010,Male,5284.0
849,62011,Male,123.0
850,62012,Male,3427.0
851,62013,Male,299.0
852,62014,Male,2014.0
853,62015,Male,238.0
854,62016,Male,1872.0
855,62017,Male,495.0
856,62018,Male,1475.0
857,62019,Male,166.0
858,62021,Male,456.0
859,62022,Male,422.0
860,62023,Male,52.0
861,62024,Male,4993.0
862,62025,Male,17780.0
863,62027,Male,303.0
864,62028,Male,617.0
865,62030,Male,72.0
866,62031,Male,372.0
867,62032,Male,454.0
868,62033,Male,2441.0
869,62034,Male,6535.0
870,62035,Male,8106.0
871,62036,Male,318.0
872,62037,Male,998.0
873,62040,Male,20858.0
874,62044,Male,1153.0
875,62045,Male,271.0
876,62046,Male,347.0
877,62047,Male,869.0
878,62048,Male,759.0
879,62049,Male,5409.0
880,62050,Male,147.0
881,62051,Male,365.0
882,62052,Male,5961.0
883,62053,Male,219.0
884,62054,Male,284.0
885,62056,Male,4138.0
886,62058,Male,390.0
887,62059,Male,177.0
888,62060,Male,1668.0
889,62061,Male,881.0
890,62062,Male,3934.0
891,62063,Male,442.0
892,62065,Male,51.0
893,62067,Male,939.0
894,62069,Male,1627.0
895,62070,Male,0.0
896,62074,Male,582.0
897,62075,Male,1714.0
898,62076,Male,46.0
899,62077,Male,103.0
900,62078,Male,42.0
901,62079,Male,92.0
902,62080,Male,1086.0
903,62081,Male,143.0
904,62082,Male,1420.0
905,62083,Male,108.0
906,62084,Male,774.0
907,62085,Male,61.0
908,62086,Male,661.0
909,62087,Male,1090.0
910,62088,Male,3152.0
911,62089,Male,194.0
912,62090,Male,548.0
913,62091,Male,179.0
914,62092,Male,1334.0
915,62093,Male,135.0
916,62094,Male,417.0
917,62095,Male,4834.0
918,62097,Male,1491.0
919,62098,Male,8.0
920,62201,Male,2529.0
921,62203,Male,4027.0
922,62204,Male,3697.0
923,62205,Male,3212.0
924,62206,Male,7190.0
925,62207,Male,4135.0
926,62208,Male,8534.0
927,62214,Male,709.0
928,62215,Male,1132.0
929,62216,Male,1357.0
930,62217,Male,441.0
931,62218,Male,900.0
932,62219,Male,493.0
933,62220,Male,8791.0
934,62221,Male,14674.0
935,62223,Male,8251.0
936,62225,Male,2998.0
937,62226,Male,13677.0
938,62230,Male,3166.0
939,62231,Male,3321.0
940,62232,Male,3317.0
941,62233,Male,6447.0
942,62234,Male,15669.0
943,62236,Male,6857.0
944,62237,Male,1223.0
945,62238,Male,336.0
946,62239,Male,2333.0
947,62240,Male,730.0
948,62241,Male,447.0
949,62242,Male,685.0
950,62243,Male,2996.0
951,62244,Male,491.0
952,62245,Male,1018.0
953,62246,Male,5443.0
954,62248,Male,170.0
955,62249,Male,8017.0
956,62250,Male,462.0
957,62253,Male,326.0
958,62254,Male,2852.0
959,62255,Male,494.0
960,62257,Male,1149.0
961,62258,Male,4596.0
962,62260,Male,3519.0
963,62261,Male,32.0
964,62262,Male,883.0
965,62263,Male,2316.0
966,62264,Male,1837.0
967,62265,Male,2006.0
968,62266,Male,0.0
969,62268,Male,474.0
970,62269,Male,15201.0
971,62271,Male,892.0
972,62272,Male,1120.0
973,62273,Male,86.0
974,62274,Male,5140.0
975,62275,Male,1657.0
976,62277,Male,559.0
977,62278,Male,3078.0
978,62279,Male,6.0
979,62280,Male,289.0
980,62281,Male,1331.0
981,62282,Male,230.0
982,62284,Male,279.0
983,62285,Male,2289.0
984,62286,Male,3214.0
985,62288,Male,1301.0
986,62289,Male,150.0
987,62292,Male,504.0
